,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent)
46,AL-SelSampling-MOOB-b0.25-,0.25375,70.36118336,18.49862283,34.0167468,35.10495063,32.99506692,14.70179606,50.0165,26.31729433,4.79385771,64.87677587,47.02761484,7.5913498,38.7671897,8.15904288,59.69510516,43.80088678,20.01259851,43.85711983,3.673469388,71.05026686,50.78551007,4.700767737,34.76532053,0.34104087,27.84736709,33.46480408,2.272926033,9.582842214
47,AL-FixedUncertainty-MUOB-b0.25-,0.082146,54.11084866,20.36175238,,,23.01153112,19.34497509,30.2343,3.032520979,1.444479512,,,,,0.782726295,,,,,12.58103241,44.54961333,27.05691632,12.70742762,18.16266591,5.688787601,38.62807384,26.3275468,11.94777383,14.13269336
48,AL-VarUncertainty-MUOB-b0.25-,0.253749,63.3196408,28.44914104,28.96890463,27.21759659,30.97816169,17.68759815,32.2056,10.41929469,4.149616072,48.96009295,30.73075485,14.47049369,23.97416864,2.18096964,52.67660163,37.18216073,14.26263321,29.78561774,44.06962785,46.76206296,27.17687977,15.73397466,21.1482632,16.71806145,25.06669195,23.69046358,11.66500353,11.29777022
49,AL-RandVarUncertainty-MUOB-b0.25-,0.253748,63.90373708,28.57536802,29.06735149,26.84738518,31.71023939,17.63062321,32.3502,10.75949304,4.423166032,48.66112171,29.39678852,12.59429401,29.00376808,2.325265893,52.91429605,36.36506334,13.80011264,28.83218799,45.6422569,45.77578695,25.33527869,12.13393766,29.66393674,16.16797927,24.03233453,22.75740469,9.265268138,15.93012941
50,AL-SelSampling-MUOB-b0.25-,0.25375,63.52734753,28.58558736,28.97159277,27.19724209,30.99995896,17.68821455,32.3594,10.5030816,4.22460187,49.12865561,29.27965101,14.06836522,26.17665176,2.224717299,51.84100329,36.74400163,13.94765141,31.22883681,42.484994,47.63778456,25.20735697,15.44260475,24.2270545,15.836014,26.31503256,22.26688663,11.65009138,12.37304818
51,OALDI-b0.25-,0.508265,74.52348208,27.28229259,40.31342348,45.01987128,36.50131865,14.15971195,52.2063,28.9297334,26.37862041,67.45778903,52.28305306,12.54970914,29.61230818,44.76174232,63.99857159,45.20915059,26.7761002,44.35379169,18.7515006,71.32774208,61.99369234,8.198131533,22.23552669,0.195024555,23.29651053,38.58671469,2.718608797,6.001701197
52,OALE-b0.25-,0.484954,79.3166596,16.31503091,44.16184401,53.59448763,37.5565959,12.31951837,59.1586,38.5627979,5.944852545,73.9639767,58.81769795,3.769311026,43.11267014,37.02937991,71.82695446,48.56599657,43.37683504,67.17327215,3.241296519,76.23869949,74.55802163,1.97484044,31.77012143,0.045478839,17.36124281,40.54575999,0.308333987,3.336776232
53,CALF-MID-b0.25-,0.25,79.02756152,19.54672471,42.60629607,46.37616129,39.4071427,12.01418594,59.5194,40.06662574,3.729080719,72.27952001,58.64794789,9.550114419,53.30079762,16.28278799,71.01474015,50.35647741,29.6624496,64.56435128,2.136854742,73.5954689,70.21369411,5.692350384,45.39734538,0.090856837,17.43773311,35.5468951,1.636188319,5.359256334
54,AL-FixedUncertainty-LB-b0.3-,0.3035,76.37751081,9.038983392,37.24276435,41.4169195,33.83798131,13.75907872,54.545,31.41594172,0.979863629,68.78684505,53.36991124,1.623085868,38.64212125,6.88273633,63.38166743,45.60990308,30.24777706,60.96251362,0.528211285,75.20313691,64.31809473,0.834335399,28.30612821,0.057176278,25.22125292,39.38522543,0.233324737,3.898414241
55,AL-VarUncertainty-LB-b0.3-,0.3035,76.6803672,10.33999786,40.63166292,46.94491897,35.82797592,13.02192142,56.6923,35.09249441,0.921901505,68.05206075,58.97689386,2.67917878,44.51673427,11.94058583,75.2668319,45.97185847,32.11419629,69.43112237,0.480192077,62.11251498,82.26250479,1.467949311,32.81671844,0.029949479,11.85583792,49.65477578,0.443216092,3.125827815
