,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgEvaluatTimeS,avgModelTimeH,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent),FalseAlarmRate for class5 (percent),FalseAlarmRate for class6 (percent)
78,OALDI-b0.3-,0.3333046477525421,95.90697467818312,80.53561546729719,79.1764559212577,77.6207076797374,80.79726322010706,3.8513023672252906,32.9515625,1.382108570800887e-10,83.37812299918075,73.44369687313687,81.71615191560691,85.75075329560312,85.09581133296213,80.17399227486425,65.62633032850707,72.93158867764473,82.2465436666636,83.81103084123518,85.18006486562449,82.31511144033479,80.14286070668273,60.740242145206835,73.56827639209521,77.58736736698256,79.72380098187311,86.3293811176099,88.07266319852326,80.22934109938113,71.40735278626357,72.31415903725456,87.50414431984399,8.836666919484685,14.29329114476791,1.2408988038689939,0.09459330929591105,0.7677085101282721,0.8008764381836085,0.9250814448476545
79,OALE-b0.3-,0.35766214811398045,97.93003258995654,80.73805700844443,80.91588683214206,80.50705848361511,81.3303628650472,2.8654878716796457,86.80625,3.1613098043534487e-09,87.57930989377155,80.06041660441528,87.04613831788518,89.86833578962508,86.93239411926683,77.3885326031019,66.05293063755367,73.11744028784987,85.0517344799791,89.20322092877885,88.73946490471073,83.26699112897407,75.63781931005873,64.95066454158648,79.72174975136681,82.0294988198301,84.99291918429002,91.0271407442967,90.93807685853332,79.27557335274844,67.22427051511639,67.53325272067715,88.32130667966844,5.904131407582374,10.99264051378686,1.1986068980189195,0.12139762911467926,0.603024571361582,0.5295354345376965,0.7090786473554065
80,DMCAL-b0.3-,0.27333514626203936,98.61107853272509,88.37290829745332,87.76489174590685,86.96902511597844,88.57599867474602,1.4393839171691682,102.7828125,4.491898314639305e-05,93.59348860264505,89.72400250842774,93.93066739628736,94.9513556181947,91.85671007992289,80.22908591630356,76.5774102301896,84.67631510640929,91.77674902925366,94.53051803745305,94.70411733680889,90.80799361643881,76.51275994557543,73.99830968813069,87.37179943799626,90.857677749446,93.33846299093656,95.1999463468184,92.93030150472674,84.3502002184201,79.34794058780153,82.14890309207115,92.7162359824476,3.099016176741465,5.065953223092193,0.6168639433075718,0.1231788193994103,0.46329168409099253,0.3659218124883571,0.3414617610641889
81,OALDI-b0.1-,0.1277689617426146,88.87140451287884,67.02846743883762,72.0189352664637,75.65042068037857,68.72227607700148,4.733713926048099,30.3421875,5.530697914461295e-11,80.17739736872905,67.74040445140764,78.72341103030756,83.54083646696446,80.75701456923017,74.16917927055383,50.09083070481733,64.10820625203414,70.14616046856011,79.81180313305042,81.4423260558776,80.12167549650555,76.59032829504537,63.64573952419654,70.6959955279254,77.24507673004916,77.6679569486405,85.75186815436584,81.40571684287073,71.99854386603567,41.30833245549353,58.67046697760121,64.25304729400293,11.275530105208414,18.595147643184163,1.324437238885078,0.10547067520946278,0.39209545089489584,0.7503304384852169,0.6929859304694721
82,OALE-b0.1-,0.15549696047585937,97.0460125034499,77.04228257762878,79.25305153416022,80.45170387746595,78.09129296889782,3.1661712778119697,81.2109375,2.83420538633234e-09,86.51626816657831,78.24151326784292,85.87075372861769,88.9609292419084,86.10097607843144,77.55045270172451,59.512625056305446,73.21329801559743,82.30982192636475,88.18925525921577,87.15650674583792,83.07356666880214,77.5477978468439,66.06700872576678,79.56819863615836,81.55959325963669,83.67503776435045,90.84291972142705,89.36426693516809,77.61558063341826,54.209417465500884,67.82748891575977,83.10433934666017,6.432475919083788,12.740409323135523,1.194535430933613,0.10709622750814937,0.46302922562504484,0.5374304748556271,0.688222343542039
83,OALDI-b0.15-,0.17968974823239453,91.94125276045732,73.22369683933364,75.48484484221225,76.97818721761612,74.05009468386407,4.293598537498667,30.7671875,6.915070116519929e-11,81.76173641852492,70.58844324373561,80.19291475526728,84.65031544600802,83.09438910941192,76.88976155508907,58.16464477545507,68.58097623561767,76.10233883669996,81.52720382842512,83.40608554028617,80.95779812088577,80.43593695063,63.56814872814061,71.95307577849823,76.99906157644705,78.90464501510573,85.93361830703034,85.3521284331823,73.78958864215508,53.614242073106496,65.52484597224621,75.23159434422233,10.261287421581269,16.270040408315445,1.3165877437836766,0.08658659956940155,0.5105167107305268,0.7877830904203887,0.8223877880899622
84,OALE-b0.15-,0.20699245454482865,97.41484256096082,78.86954644133593,80.00323675020822,80.3587942208914,79.6521502178788,3.0308600616927164,82.9609375,3.052005518434776e-09,87.0041582617915,79.0762672320233,86.36941117354955,89.37197440812913,86.6753117709873,77.1524855477121,62.48067640487493,73.09406895288747,83.97149993187718,88.63538519643558,87.84505205783525,83.6128230087069,75.9491675048524,64.59653471261079,79.8365765227506,82.03602054304827,84.21766427492446,90.95386179364,89.97930301504728,78.40917364397524,60.579374275782165,67.41348534577072,86.01218917601169,6.196596708309406,11.977118749391186,1.157158629492827,0.11799088653126162,0.5525100652821691,0.5246032520469444,0.6900421407952158
85,DMCAL-b0.15-,0.14994630059275882,96.17149535340613,81.99369148969707,82.15261217447011,81.77381024172149,82.53804313932585,2.1508371657144774,85.24375,3.2678899445777964e-05,90.51921474943717,84.76875520247583,90.98705091671006,92.54212356525359,87.81656275117436,71.9913097371678,66.45637940107763,75.48670590905122,88.75012844446708,92.25009014375352,91.74520136118231,86.23490148279258,70.05912997441786,61.95190372280249,82.12012954566127,88.05531546144053,89.7584497734139,93.35342974433553,89.46075963528554,74.15726246814705,71.71494785631516,69.85777624229861,89.46367625548513,4.327169991223603,7.992852128406407,0.9366024890969044,0.15178162261247005,0.7337988763278213,0.46914281152143633,0.4445122408127
86,DMCAL-b0.35-,0.30732979697493334,98.69563286026172,88.62750339253161,87.92686708504007,87.05471592414602,88.81705385659494,1.414637996406058,107.75,3.268536535001153e-05,93.68326299628924,89.87125110315634,94.04182534580494,95.02710397242092,91.94085965824111,80.66202309092384,77.01962631381011,84.63697958936687,91.79851412418094,94.5695208982664,94.86053950033588,90.8943489990055,76.91440999798888,74.17530937696812,87.16748223585812,90.80140046059924,93.52001510574019,95.19433394163805,93.01225037758014,84.81980342191481,80.1000737385442,82.25427534980136,92.81862506094589,3.0815988211456995,4.907947640496993,0.6110685216906493,0.12112093936171134,0.46341416470843494,0.37321363624267045,0.3441022511962491
87,DMCAL-b0.4-,0.3392279333301205,98.79011126129068,88.83781230601232,88.12622991185161,87.2519114927953,89.01881131913464,1.3941706302805095,112.8921875,4.5088944953426514e-05,93.76799446483032,90.00852343544526,94.13949113788405,95.0905478758701,91.94874783573685,81.22840870467876,77.43014335704854,84.62402037649107,92.06942161223444,94.6886620090453,94.93156674152077,90.82761572015558,77.89608311395187,74.20681823079737,87.18903873120334,91.02359590289295,93.59672394259817,95.25010501198372,93.09811489623539,84.88168911539861,80.95544085115347,82.20821097483734,93.14139444173574,3.0126336775270066,4.839324042443847,0.6165154844128834,0.11458414394784397,0.4677359807810414,0.3721846197517942,0.3362164630991503
