,name,avglabelcost,avgMAUC,avgGmeans,avgF1Score,avgPrecision,avgRecall,avgFPR,avgEvaluatTimeS,avgModelTimeH,avgCorrectRate,avgKappaStatistic,F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),FalseAlarmRate for class0 (percent),FalseAlarmRate for class1 (percent),FalseAlarmRate for class2 (percent),FalseAlarmRate for class3 (percent),FalseAlarmRate for class4 (percent),FalseAlarmRate for class5 (percent),FalseAlarmRate for class6 (percent)
10,AL-RandVarUncertainty-DACC-b0.2-,0.2006893145064129,89.92055566494187,70.21449937587944,74.01012689247509,76.7042229848337,71.49910299349334,4.144615104944872,45.659375,3.8910650796929585e-06,82.27067599292269,71.36422008702267,81.744013273454,85.14094976868054,81.49231347854776,74.33967396177832,53.58408958773057,66.4240736755744,74.00176383264147,81.19392704779628,84.72845368542717,80.33273942224116,79.17514043110421,61.80609120146621,73.70364934873649,75.98955975706431,82.30168995468279,85.5575518618007,82.68725177602508,70.08008736803785,47.295902243758555,60.45373409339552,72.1175036567528,10.93869524232607,14.674634125040729,1.3275183491117968,0.08764147925259182,0.48544317861698383,0.6645672364697638,0.8338061237961686
11,AL-SelSampling-DACC-b0.2-,0.20055936882542874,88.58972734959565,68.10900976751012,72.71955622128341,76.15056387672827,69.5852659667893,4.413523371046683,50.540625,4.336887446697801e-06,81.19852946238633,69.56157733742755,80.67593323004245,84.19667020236787,80.21583894785505,74.1625583571947,51.88539719582349,64.56252578887836,71.43802476183218,79.57304510276,83.84191836910887,79.88094408186382,78.80160113601013,63.001662475587715,72.27005762658618,75.68471834518117,81.81013972809669,84.55469624180643,80.55574201487944,70.0618856934838,44.12093121247235,58.34744054816606,67.64602632862018,12.051320251806745,15.506951372304012,1.330526099571212,0.0896820661807303,0.4308343204687858,0.6899910404598639,0.7953584465354272
12,AL-FixedUncertainty-ARF-b0.2-,0.2006684887747585,96.53430400315776,63.91542319913207,73.25313649105192,80.3019539606155,67.34288768627526,3.623638493025987,34.1125,5.847057615432682e-06,85.04743447639635,75.40204696657524,85.24034457687574,88.40766758419086,81.74254324365364,70.43449656190217,48.489395650913124,54.936732491160186,72.81645506248033,87.06379475047395,84.76697138279458,79.09290583711099,69.87343142231431,72.84577539342773,79.2434849810949,89.2273139570921,83.49249433534742,92.37581229857996,84.58326341108686,71.03021477975975,36.350995470346575,42.05792595151725,61.50950755728913,7.119066451410182,15.79760237277091,1.4664800883251599,0.14578091359497808,0.22515436932105493,0.33959318365283114,0.27179207210679
13,AL-VarUncertainty-ARF-b0.2-,0.20068931450641295,96.53662864730815,63.73610700240149,73.73069000728678,81.80530906714638,67.108330378315,3.670961903641582,34.084375,6.152935293761807e-06,84.90365087123847,75.14053301252702,85.01590260379687,88.25666868702515,81.91479097512628,73.81758873900708,50.36543715817461,54.260581893269965,71.46925226402428,86.86293003915992,84.51441305649197,78.81397936606679,77.49585025234485,74.46337433053121,81.00421247096088,89.48240395446905,83.24660120845921,92.346444241284,85.27493427308833,70.50600655260283,38.06594332666175,40.80497495249612,59.513408093612874,7.225168756027001,16.102730500384602,1.503214991802046,0.09737749993515084,0.21714063749411658,0.2948841912906173,0.25621674855754306
14,AL-RandVarUncertainty-ARF-b0.2-,0.20068914239292818,96.55949886897668,64.0086175425557,73.41890537457611,80.6825370694074,67.35620520249805,3.6693053826603794,34.353125,6.216621433850377e-06,84.87673232222399,75.1158498983818,84.94993923834623,88.26225568110141,81.93915850304388,71.64299518762378,49.561535322584575,54.94346255488597,71.82452279843844,86.87550215945643,84.56101565238558,78.96310270620721,71.95593475699896,73.33130678469723,80.31966231518025,88.77123511092626,83.1081004531722,92.30260394421481,85.15354925323041,71.33964324717873,37.4739281575898,41.78211550642022,60.333495855680155,7.204582145991571,16.03739868530219,1.4879194803194085,0.13217123637086803,0.22748150105245846,0.3161387043263047,0.27944592525985634
15,AL-SelSampling-ARF-b0.2-,0.2006832905344468,96.64295259814466,65.57370583178033,74.4733931088834,81.39680078117172,68.63613033878303,3.495180355105775,36.4359375,7.1292826873509e-06,85.55897296441381,76.28524068120711,85.6680986000537,88.74916395279824,82.82712434344289,71.7690225833738,50.9227726636678,57.464075844717875,74.32732798052025,87.38043868685538,85.3321318561761,79.93184613978842,72.68353464055528,74.52045922166096,81.04473211635835,88.88446280680762,84.02440521148036,92.45276225639866,85.94674721709458,70.88824171823808,38.71062888444117,44.5281280589624,63.90199902486593,6.965344067264039,15.123861731679378,1.4154033503405727,0.12660285509238844,0.22086754771057482,0.3211063701443284,0.29307656350914
16,AL-FixedUncertainty-MOOB-b0.2-,0.20067709444899587,92.15090619738959,66.97605954957378,66.59436063448625,64.40583958093926,68.97719691090134,5.244925159905183,56.921875,9.334314727392566e-05,76.68314940138931,63.04869689549363,75.98783706964271,80.54280250805789,76.16595759911164,59.00951053202866,47.64463556696977,42.954137325051555,76.91963341789945,77.99361531499424,80.9406666713523,69.62301516815816,62.45477359506108,38.44387341562577,49.34970185547578,72.03523104590754,74.10621223564956,80.163148029834,84.25602729764502,59.74153622133235,63.146529021384175,38.703863649450106,82.72306192101414,12.00080179428559,17.97538552488823,2.4270162015046086,0.1623131263348119,1.7200128079731383,1.2346601140788973,1.1942865502710072
17,AL-VarUncertainty-MOOB-b0.2-,0.20068948661989766,95.73954560260933,70.90711888982008,67.45994620215883,63.27175826624326,72.24525921870456,5.100332431431198,55.1765625,9.914453937219354e-05,77.38463233117389,64.03599127632322,77.03101933303117,81.376509089976,72.69846694094414,60.5766409527517,49.59962550027052,46.9597208674406,78.30138071318018,79.0669448009813,81.31236558163533,71.60013924215723,47.5051375170199,41.432532817292035,48.22932651864725,73.75586138596971,75.11650302114803,81.45781342106099,73.90585668736365,83.66945759009829,62.23111766564838,45.8392353313756,83.49683081423697,11.42145124765692,17.830479894931663,1.922447721995826,0.44052467294406544,1.4724269884290813,1.5237782646878797,1.091218229372955
18,AL-RandVarUncertainty-MOOB-b0.2-,0.20068948661989766,95.84508308978315,71.30009318977244,66.46004265396942,61.51973324279692,72.26769213754815,5.316933101867809,58.7703125,0.00010465525144051448,76.07872126565373,62.243501205330304,76.48218654002385,79.71338898376605,71.43830336486249,55.238087324297965,45.81261270246851,48.82062042647775,78.4806977218499,76.49244423852087,81.61410560911995,71.5238389076956,41.28826895143003,35.043536012105676,48.88173304157067,75.79420593913557,76.4780494712991,77.91119692482553,71.39257146053589,83.461958500182,66.46160328663225,48.77353601658317,81.39492930277913,13.49362898594693,16.70566421798321,1.863228049840626,0.564412509835456,2.065810585474849,1.5721065564317964,0.9536808075617926
19,AL-SelSampling-MOOB-b0.2-,0.20068742125808076,95.69712046696672,71.02756664017102,66.40369965085638,61.55472916813376,72.08490211723498,5.3557473953914805,67.540625,0.00011149333405127335,76.03218177937805,62.10448893648756,76.15705363538937,79.73342784775323,71.97155755536028,55.17486383635774,45.897610815436856,48.636660537261484,78.2842784602643,76.80779418346162,81.05529916680861,71.30632754413284,41.12437347044435,35.60353115525027,49.54366872460934,75.44210993222922,75.53512084592145,78.46926060974016,72.65732505453936,83.90607935930106,64.7540292847361,47.89658547820579,81.37591418820088,13.104704582145994,17.457601499440727,1.917184158691849,0.5723327540141632,1.9589374981409189,1.508555917288364,0.9709153580183478
20,AL-FixedUncertainty-MUOB-b0.2-,0.08122173036013025,59.86468515929976,11.648208611091555,,,19.906936430985798,14.022360541688148,27.8390625,2.6701825974871296e-06,17.659497566315324,2.1091518422263342,25.401394026951454,,,,,,,29.093904932141122,,,,,,,41.00854418429003,1.736033406165174,11.229233092800806,50.32763014197306,15.293374065100602,2.7868946853227383,16.966845441248175,38.89401146349127,1.5004148318335566,1.0078898429734182,30.362826731688763,11.973232735919538,1.2405680880696186,13.177580097840863
21,AL-VarUncertainty-MUOB-b0.2-,0.2006893145064129,69.75467090607246,16.947436822058506,,,27.206298290856786,13.35562991617939,41.990625,4.604682669095281e-06,26.55184402387558,6.2323669004274995,45.7555814737738,,19.576659808629366,17.168036978625285,3.825600901388808,,,42.34370100188028,,28.338805337486434,16.66863097783988,4.26746640210539,,,59.5478663141994,1.8726372303662888,41.83979414890642,44.696032034947216,17.280101127146317,5.717164737720966,19.490492442710874,48.07905258253605,1.8653996661191556,15.763014939716609,3.5661331742367244,11.169042499024528,5.196071995671034,7.8506945559516295
22,AL-RandVarUncertainty-MUOB-b0.2-,0.2006893145064129,76.09915405610009,28.176535378222646,,,34.32390104649414,12.963643056808033,49.5828125,5.614670452713552e-06,24.65739089726202,8.730117611287497,41.62270599497701,,28.569414765041415,20.05890091100578,6.54855431197049,13.448300383229958,,42.56011498091098,,42.71586918405294,19.936415212235875,3.973645794861073,16.742940605299715,,48.325009441087616,4.422363493245699,29.110868713990037,47.94321077539133,46.30780575160645,29.20826855530604,34.94978059483179,32.92465300727032,4.077981666784231,3.566641846612062,2.4512118146524515,24.334589051282634,8.205714589857092,15.184709421197425
23,AL-SelSampling-MUOB-b0.2-,0.20068897027944343,78.64119614251092,32.69661365701393,30.689935992489097,27.44085858494561,35.088126234696816,12.844017972716184,63.88125,7.3883511714585534e-06,25.566304998864048,9.35087340917389,36.314758634474494,17.395242939959072,34.08320411758575,13.277734932304252,7.663819320695704,14.218565291740802,13.677047332404138,48.66107387865971,59.180199042357984,47.612739346091566,10.325763639618526,4.394830808629889,12.21938619101861,9.692017188242982,38.708506419939575,11.982696848934527,33.12860099569279,37.80851838369129,42.08574739281576,34.38648010594806,47.516333495855676,27.336417713152677,8.138328781939531,4.226604653210039,2.7708922379877734,18.797957723190308,9.62644927214825,19.011475427384735
24,OALDI-b0.2-,0.2312317129422456,93.43534644141421,75.94722833704559,76.73837238633949,76.95863303628188,76.52023484814723,4.153696659972324,31.3171875,8.294915056063069e-11,82.25398098490221,71.48724872666136,80.58469173393522,85.00202550329031,83.81505582448086,78.74200430643654,60.04653901561833,69.94843307490255,78.68724271274492,82.49831305963286,83.8726246655242,81.50989314979022,81.48397443361654,60.70922711424188,71.8563320993847,76.78006673178278,78.75920506042294,86.16319744723809,86.25915981428652,76.2031306880233,59.4090382387022,68.15166695456901,80.6962457337884,9.588321974580955,15.767002226991952,1.28348414878828,0.08243625327488262,0.6388938950411098,0.8225744928101907,0.8931636283188998
25,OALE-b0.2-,0.25708522371310744,97.63159169616694,79.59438882478246,80.29970304502794,80.27198120509945,80.32960536836688,2.9640560783847456,83.7359375,3.379400974760453e-09,87.23616723923087,79.47393484601591,86.64771110211299,89.57905604896223,86.76643682946323,77.01751774638078,63.71696947766564,72.91578278605968,84.49064507527207,88.93993049437415,88.17652998173944,83.52219787415382,74.94232182240466,65.1118717009341,79.53573574930968,81.67528081278034,84.47177114803625,91.02745842760879,90.28108743077698,79.24281033855114,62.440745812704094,67.32020498646858,87.52315943442223,6.027976119532358,11.615627235809226,1.1684743735992869,0.12608406180557355,0.5567094007373334,0.5341305254193686,0.7193908317900739
26,DMCAL-b0.2-,0.19667321845331937,97.85795175871313,85.7939666779335,85.70955861544047,85.2957212266438,86.12866356718294,1.7087566872101614,91.4765625,4.294690564145438e-05,92.43387399916008,87.85249926132875,92.81878095895523,94.06939099015973,90.3582639198183,78.692827757711,72.31271916139886,80.8888171190836,90.34671391465369,93.61022010149182,93.60049946592267,88.90052705735573,76.13214527866496,69.74371720302786,85.45011156742123,89.63282791262236,92.04073829305136,94.54318904627941,91.8666442915478,81.46705496905714,75.11113452017277,76.79679852594,91.07508532423206,3.605202994810007,6.1511667355253925,0.7523410935740511,0.12162243953896572,0.5424316601897751,0.40289543950536244,0.38563644732757424
27,AL-FixedUncertainty-LB-b0.25-,0.24952634368997545,95.82520591169947,79.78248335894688,79.58506900413197,78.756697718371,80.45199291938813,2.6298228897502267,84.74375,1.191946128447954e-05,88.30013837924176,81.27064343487066,88.62209846871235,90.66144026300182,84.97602567119193,68.36453590991913,65.36108850435194,71.11077069320748,85.89470060534573,89.83578554573349,90.36364985986988,80.90547019463763,67.56705853986355,60.2970591583134,78.7774610965782,83.55039963360097,87.44137084592144,90.96205096346289,89.49348324662976,70.66254095376775,71.39049826187717,64.83272873841193,88.38127742564602,5.6770827690074,9.232141237643216,1.3867380212669966,0.155897382687868,0.7815313226681877,0.5386723913101332,0.6366971036677834
28,AL-VarUncertainty-LB-b0.25-,0.2506454255678024,97.43944300840933,79.30194451063026,79.14572534054165,78.30823660414968,80.00260531763256,2.8702764522551765,72.9859375,1.5106655709031555e-05,87.46480279236917,79.86419149452422,87.51367990328158,89.97968277202293,84.46016290060832,72.19349527516422,64.06531784129075,68.17260318364613,85.88460114974133,89.84058462296757,88.6901044753693,80.73139716419003,67.60521947736328,59.58393523564122,76.40533242940192,85.30108282411449,85.30480551359516,91.30758451258555,88.55316887620965,77.52457226064799,69.29632360686821,61.550066217539005,86.48171623598246,5.535658175592948,11.0802758379771,1.3860961233030968,0.1770295625707937,0.7812863614333032,0.5860781165449883,0.5455109883640022
29,AL-RandVarUncertainty-LB-b0.25-,0.2506454255678024,97.76035324158849,78.95040014025184,78.76360265427634,77.88749428967013,79.66123512724339,2.958889287014679,73.565625,1.6867631406057626e-05,87.03851211334705,79.20424315073913,87.12884128035367,89.54963020806443,84.04894916578625,73.18191833675962,61.943192037281484,67.96053041740166,85.89287717435383,89.32070268259274,88.47210417695528,79.90884766807095,69.68575970636327,56.942208318802706,75.58873111266374,85.29410636224222,85.04262651057402,90.65410993960487,88.64462717458187,77.10957408081543,67.92794690824819,61.747567225197216,86.50219405168211,5.834949562805414,11.240733462989274,1.4616383436831737,0.159943970325024,0.8538998703455178,0.6152276698986064,0.5458321290557394
30,AL-SelSampling-LB-b0.25-,0.250604118331463,97.73258772613332,80.09029324685125,79.57396860946096,78.45797414670017,80.72425523016977,2.8068639988884727,84.8109375,1.6059005099426334e-05,87.67772438435006,80.23138836385911,87.78300184153576,90.12782332637126,84.8248896982357,73.79644661391055,63.4217209688314,69.4480909193581,85.98427153029886,89.76213322491964,89.15696040480874,81.35555802520605,68.76853055961035,58.552676018544716,76.69895999158767,84.91100080222404,85.89001132930512,91.12071612878177,88.61190356323769,79.70877320713505,69.19308964500158,63.45655553636207,87.08873720136519,5.621796886004356,10.545864949565182,1.3325985129975169,0.17303485426231915,0.8141636586010265,0.5941683151629128,0.5664208156259924
31,AL-FixedUncertainty-BOLE-b0.25-,0.25049327724728576,97.7347810530822,80.30912781317856,80.34820770108065,79.95678177668927,80.74438785181995,3.2259048726674835,116.475,2.4999679774433997e-05,85.9248690216381,77.48577944341669,85.28152783310085,87.98158667389973,86.29231381110667,79.27705101908762,64.45210309505592,73.99950034404671,84.63505390338841,84.91359248333461,88.62726306851934,84.29204601642479,80.05919476384793,61.7357076543532,78.30582981307043,81.76383863727457,85.65308723564954,87.34565003300375,88.3917883313755,78.52566436112122,67.42968503107554,70.1456785858237,87.7191613846904,8.732812889384892,10.666015027996952,1.0801308738248683,0.09300234321634544,0.6943776147424671,0.598940822680943,0.7160545368259169
32,AL-VarUncertainty-BOLE-b0.25-,0.2506454255678024,97.80326596401538,80.3465642230097,80.69484255551967,80.60566584194945,80.7853452923872,3.1654013848974643,120.9765625,2.6676279463572435e-05,86.1832974189862,77.89580565042463,85.55615237519035,88.19697512015098,86.7673997230152,79.71234636774713,65.42950675158932,74.42312832056662,84.3026752654334,84.92088260721272,88.98871455411725,84.35491515725701,81.27120600856185,63.69738959144125,78.83473787993012,82.17181509512588,86.20152001510573,87.41938785955574,89.32287296526263,78.22351656352384,67.29695565153271,70.48367593712213,86.54948805460751,8.783737661577801,10.293573297593975,1.0863664540456077,0.0856700647626953,0.6381240168743297,0.5831684837087174,0.6871697157191232
33,AL-RandVarUncertainty-BOLE-b0.25-,0.2506454255678024,98.02144362448196,80.47238241229266,80.42413477233802,79.98270939690649,80.87182657990822,3.2710459282082325,118.2703125,2.622487758506193e-05,85.72394373954411,77.17798275540122,85.02124146568724,87.72591909320808,86.50663592295172,79.58617763773327,64.77642485419258,74.3273400506071,84.46521888414185,84.40661321492243,88.59472020153633,84.27342136195458,80.29390318266294,61.665362544413696,78.63267446584436,82.012270807011,85.64567598187311,86.87470217189491,88.86390333948648,78.9224608663997,68.24396924049299,70.47503886681638,87.07703559239397,9.079778531416252,10.643006136823967,1.0875585502642786,0.09220686017656265,0.7054183675433363,0.5902119241721296,0.6991411270610988
34,AL-SelSampling-BOLE-b0.25-,0.25061978065857504,97.89760446927195,79.96388769684253,80.26458343013239,80.11221959661279,80.41820034239484,3.270025779630159,128.8796875,2.835962646511487e-05,85.77891678657241,77.23709484647851,85.09106841600003,87.78518991277929,86.47865413883636,78.85485760772548,64.44742017683711,74.36674276791364,84.42704460853744,84.48460877363523,88.48728479144869,84.53801591755891,79.3329116582629,62.89268370604655,78.7337218118864,82.31631051745087,85.70685422960725,87.09450372571929,88.51289366224759,78.40189297415363,66.09501738122829,70.46582599182358,86.6504144319844,9.032239714821277,10.78330998854594,1.0616992322900352,0.09706622396306193,0.6480799413492815,0.5866281081176982,0.681157248323824
35,AL-FixedUncertainty-DACC-b0.25-,0.006033954548270949,54.792045095671384,17.088678935831215,35.48301255869969,62.565511075644054,24.967731575390225,14.080870095134634,12.7453125,1.1510495064107492e-06,42.61165001755558,1.7492142628921024,22.368337352445796,44.9966399714733,9.23476352033544,55.39648288682728,20.66399968766039,10.480595822060355,9.03456115325199,39.375897638208244,56.55616242961844,50.252887099721264,76.49241080131625,70.73846463123047,59.48281133920417,85.05994359020956,34.003965256797585,58.674484029353934,13.748951166303069,45.54423006916637,12.168966606973559,5.8426901594978995,4.790833739639202,34.91803278688524,57.6023727709087,5.7365870835457695,0.06699350643736003,0.08598139344448742,0.12493679532329746,0.031186329397575745
36,AL-VarUncertainty-DACC-b0.25-,0.2506454255678024,90.21942072157681,71.81658595702227,75.28445008030694,77.68081528761404,73.03216499949215,3.8636365708577265,52.075,4.434526244747556e-06,83.47015207947513,73.30360170964806,83.12429719211632,86.15372052108096,82.49530813121785,74.52764470913866,55.40126400879491,68.33991377784994,75.64116138982511,82.70691746001313,85.6617337148466,81.54883306835816,77.03713581928035,63.935107972068764,75.81631551522383,77.0596634635074,83.54597809667673,86.65144139978328,83.46478715668177,72.1951219512195,48.883387759401664,62.20993838889849,74.27450024378352,10.023918390343798,13.801942151952733,1.2383495519552212,0.10234062237901309,0.45816499538947963,0.6115906288532676,0.8091496551305793
37,AL-RandVarUncertainty-DACC-b0.25-,0.25064525345431765,90.33308051247711,71.31398052553507,74.85470983986679,77.38256756706173,72.48732323147705,3.9204987167790932,52.39375,4.474521171586173e-06,83.19026113057905,72.85963325870331,82.85775131191778,85.95661350628737,82.11333675969992,74.08485442732008,55.619100168623746,67.55707118851107,74.57900336006654,82.23166255452402,85.62010068677478,81.21275168982233,78.00645333533124,63.77425736644282,74.52048399100687,76.31226334553,83.49358006042294,86.29581258096513,83.0349051854338,70.5569712413542,49.31844517012536,61.78614613922957,72.92540224280839,10.352518609211966,13.79186526530763,1.2595872045893868,0.09462789551503202,0.46546134074282747,0.6510126054520133,0.8284180966348025
